source_id,suitability_score,lcdb_class_2023,subzone,territorial_authority
4152643,10.0,Broadleaved Indigenous Hardwoods,,��p��tiki District
4587011,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4590694,8.4,High Producing Exotic Grassland,,Whakatane District
4589841,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4152855,10.0,High Producing Exotic Grassland,,��p��tiki District
4585685,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4603001,8.8,Indigenous Forest,,Western Bay of Plenty District
4603504,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4605836,8.0,Broadleaved Indigenous Hardwoods,,Whakatane District
4583382,8.0,High Producing Exotic Grassland,,Whakatane District
4308058,8.4,River,,Whakatane District
4584565,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4603414,9.6,Indigenous Forest,,Western Bay of Plenty District
4604661,10.0,Exotic Forest,,Western Bay of Plenty District
4604911,8.0,Exotic Forest,,Western Bay of Plenty District
4151290,10.0,High Producing Exotic Grassland,,��p��tiki District
4531335,8.4,High Producing Exotic Grassland,,Whakatane District
4604764,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4605748,8.8,Indigenous Forest,,Western Bay of Plenty District
4589003,9.6,Indigenous Forest,Tauranga,Western Bay of Plenty District
4603406,10.0,Low Producing Grassland,,Western Bay of Plenty District
4568715,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4603797,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
7609867,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4575528,8.0,Indigenous Forest,,Whakatane District
4154430,8.0,High Producing Exotic Grassland,,��p��tiki District
4601924,8.0,High Producing Exotic Grassland,,Whakatane District
4570262,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4504652,8.0,High Producing Exotic Grassland,,Whakatane District
4588721,8.2,High Producing Exotic Grassland,,Whakatane District
268b1c23-1684-491b-95c6-4b2d5a0a9487,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
6769211,8.4,High Producing Exotic Grassland,,��p��tiki District
4579759,8.4,High Producing Exotic Grassland,,Whakatane District
4152238,10.0,Indigenous Forest,,��p��tiki District
4606669,10.0,Indigenous Forest,Tauranga,Western Bay of Plenty District
4575694,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
610c9a85-d8bf-48b9-86f4-b6b76eea20ff,8.0,High Producing Exotic Grassland,,Whakatane District
626f9b39-73ed-4753-9333-df2ead75d929,10.0,Exotic Forest,,Western Bay of Plenty District
4604765,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
9d629b9b-d895-4237-be26-471143a7b056,10.0,Built-up Area (settlement),Tauranga,Tauranga City
b56c3de3-ab06-4940-b738-54ac870d5b89,8.0,Indigenous Forest,,Whakatane District
f8a295c6-5b08-4ddc-bd5c-e7b096d37392,10.0,High Producing Exotic Grassland,,Tauranga City
4374494,8.0,Indigenous Forest,,Whakatane District
4589502,8.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
fbd49dc6-658d-4d03-8e08-f7e37122f2dd,8.0,Short-rotation Cropland,,Whakatane District
cafefc01-c756-4749-ab13-10ba40857b2f,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
6e55b39d-b0e6-4642-8df2-e5d196569486,10.0,High Producing Exotic Grassland,,Tauranga City
4574307,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4116504,10.0,High Producing Exotic Grassland,,��p��tiki District
4146098,10.0,High Producing Exotic Grassland,,��p��tiki District
4583186,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4578910,10.0,Built-up Area (settlement),Tauranga,Tauranga City
261a2803-1bec-4fd2-b0dd-2cc638de628e,8.4,High Producing Exotic Grassland,,Whakatane District
7276213,8.0,Built-up Area (settlement),Tauranga,Tauranga City
4150339,10.0,High Producing Exotic Grassland,,��p��tiki District
4589538,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4604214,10.0,Indigenous Forest,,Western Bay of Plenty District
4149119,10.0,Indigenous Forest,,��p��tiki District
4590616,8.0,Manuka and/or Kanuka,,Whakatane District
4578296,8.8,Built-up Area (settlement),,Western Bay of Plenty District
4149304,10.0,Indigenous Forest,,��p��tiki District
4604263,8.0,High Producing Exotic Grassland,,Whakatane District
4587540,8.0,Built-up Area (settlement),Te Puke,Western Bay of Plenty District
4358421,10.0,Indigenous Forest,,Whakatane District
4589759,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
4568838,8.4,Indigenous Forest,,Western Bay of Plenty District
4603148,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4603031,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4581667,10.0,Transport Infrastructure,,Western Bay of Plenty District
4602255,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
4582619,8.0,High Producing Exotic Grassland,,Whakatane District
6994769,10.0,Built-up Area (settlement),,Tauranga City
6671035,10.0,Built-up Area (settlement),Tauranga,Tauranga City
5d58d980-89f8-496f-91db-2ad4db75e394,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
f23e5114-d2de-4333-9bef-569ee286c4c7,10.0,Exotic Forest,,��p��tiki District
8c9afc03-e52a-42c5-8e11-cf11794182ea,8.4,High Producing Exotic Grassland,,��p��tiki District
4584834,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
4155828,8.4,High Producing Exotic Grassland,,��p��tiki District
d2a9ebf8-94a9-4077-b133-464ceddc7c16,8.4,High Producing Exotic Grassland,,��p��tiki District
4152975,10.0,High Producing Exotic Grassland,,��p��tiki District
7129045,10.0,Built-up Area (settlement),Tauranga,Tauranga City
7632020,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
fc692aee-5099-4d6a-9ed4-9232c424d373,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4603163,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4435382,9.6,Indigenous Forest,,Western Bay of Plenty District
4525879,8.0,Indigenous Forest,,Whakatane District
4604487,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4286200,8.0,High Producing Exotic Grassland,,Whakatane District
922c77a3-5d07-4d6b-b4e2-4b00e6eeaf05,10.0,High Producing Exotic Grassland,,Tauranga City
4573493,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4584185,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
7652196,8.4,River,Opotiki,��p��tiki District
8193385,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4580831,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4576756,8.0,Indigenous Forest,,Whakatane District
4606284,9.6,Indigenous Forest,,Western Bay of Plenty District
4603581,10.0,High Producing Exotic Grassland,,Tauranga City
7959820,9.6,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4569325,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4586531,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4569315,8.0,Indigenous Forest,Te Puke,Western Bay of Plenty District
596aeb35-667e-4ba0-9688-beb21da335bb,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4576987,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
4603207,8.0,Exotic Forest,Te Puke,Western Bay of Plenty District
4570967,8.0,Broadleaved Indigenous Hardwoods,Te Puke,Western Bay of Plenty District
5e6f734b-2185-47e1-a337-9048bcc8c93c,8.0,High Producing Exotic Grassland,,Whakatane District
4588557,10.0,Gorse and/or Broom,,Western Bay of Plenty District
4606521,8.0,Indigenous Forest,Te Puke,Western Bay of Plenty District
7f1ea69f-1ccc-44cb-8e40-c826867eddec,8.0,Surface Mine or Dump,,Whakatane District
7567566,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4586593,9.5,High Producing Exotic Grassland,,Western Bay of Plenty District
7108692,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
4568672,8.0,High Producing Exotic Grassland,,Whakatane District
675e7ffd-0dd8-447a-9946-931556b77c19,8.0,High Producing Exotic Grassland,,Whakatane District
b58171fe-6d71-4d35-bf7c-17630c1505f6,10.0,Built-up Area (settlement),Tauranga,Tauranga City
7336404,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4581287,8.0,High Producing Exotic Grassland,,Whakatane District
446726,8.0,Exotic Forest,,Whakatane District
661283,10.0,Indigenous Forest,,Western Bay of Plenty District
44f28418-1869-481e-abd5-c18fb155700c,8.0,High Producing Exotic Grassland,,Whakatane District
480615,8.0,Exotic Forest,,Whakatane District
4572891,8.0,High Producing Exotic Grassland,Pongakawa,Western Bay of Plenty District
4147993,8.4,High Producing Exotic Grassland,Opotiki,��p��tiki District
4603254,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4584975,10.0,Built-up Area (settlement),,Tauranga City
4155426,10.0,High Producing Exotic Grassland,,��p��tiki District
4603937,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4577208,8.0,High Producing Exotic Grassland,,Whakatane District
4574645,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4581602,8.0,Exotic Forest,,Whakatane District
926f844a-fd97-4fb8-b08e-f1afca5a3b2d,8.4,High Producing Exotic Grassland,,Whakatane District
9f8f7192-27d3-449a-a830-8832cf725498,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
4603862,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
7370835,10.0,Gorse and/or Broom,Tauranga,Western Bay of Plenty District
4581911,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4575399,10.0,Manuka and/or Kanuka,,Whakatane District
4152519,10.0,High Producing Exotic Grassland,,��p��tiki District
4151071,8.4,High Producing Exotic Grassland,,��p��tiki District
4588372,8.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
4602860,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4603064,8.8,Indigenous Forest,,Western Bay of Plenty District
e69df162-a663-4c68-a41a-4f8955db92a7,10.0,High Producing Exotic Grassland,,��p��tiki District
4493828,8.0,Broadleaved Indigenous Hardwoods,,Whakatane District
b12c37ae-3f9f-45e8-ba28-66b43a013e94,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4568809,8.0,Broadleaved Indigenous Hardwoods,,Whakatane District
4605303,8.0,Exotic Forest,,Whakatane District
4568335,8.0,Built-up Area (settlement),Tauranga,Tauranga City
4602183,10.0,High Producing Exotic Grassland,,Whakatane District
4589615,10.0,Built-up Area (settlement),Tauranga,Tauranga City
8218230,8.4,Exotic Forest,,��p��tiki District
4151694,8.0,Deciduous Hardwoods,,��p��tiki District
4579233,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4590606,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4574370,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4149687,8.4,Manuka and/or Kanuka,,��p��tiki District
4353902,9.6,Indigenous Forest,,Western Bay of Plenty District
4606234,8.0,Indigenous Forest,,Whakatane District
4585923,8.0,High Producing Exotic Grassland,,Whakatane District
4603639,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
7504787,9.6,Indigenous Forest,,Western Bay of Plenty District
4578876,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4588085,8.4,High Producing Exotic Grassland,,Whakatane District
4605305,8.0,Indigenous Forest,,Whakatane District
6711762,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4580473,10.0,Built-up Area (settlement),,Western Bay of Plenty District
4603072,10.0,Gorse and/or Broom,,Western Bay of Plenty District
4603987,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4149934,10.0,High Producing Exotic Grassland,,��p��tiki District
7588180,8.4,Exotic Forest,,Western Bay of Plenty District
2c8e487a-6280-4854-b379-5d83512bf3a9,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4588767,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
10da3796-d692-45a8-8855-5618b796fefa,8.4,Short-rotation Cropland,,��p��tiki District
7609868,10.0,Built-up Area (settlement),Tauranga,Tauranga City
7862903,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4580839,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
4311564,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
bd34c5cc-062e-4c7f-849a-006684517bfc,10.0,Built-up Area (settlement),Katikati,Western Bay of Plenty District
4357483,10.0,High Producing Exotic Grassland,,Whakatane District
5f27333d-7827-4258-b385-4e30d17dbc30,10.0,High Producing Exotic Grassland,Tauranga,Western Bay of Plenty District
4574087,9.6,Indigenous Forest,,Whakatane District
6647486,10.0,Built-up Area (settlement),,Tauranga City
7d00d0f6-b575-4f81-8ba3-da74d42a6ab6,8.4,High Producing Exotic Grassland,,��p��tiki District
88cee93a-3eab-4a51-a57f-17e22452d3cc,8.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4572639,8.4,High Producing Exotic Grassland,,Whakatane District
7360511,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4582655,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
dc297d60-c555-4216-a758-c8e59808006a,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
7dec54f3-cc65-4a36-8fe3-419ebe972f14,10.0,Built-up Area (settlement),Tauranga,Tauranga City
7137589,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4568461,10.0,Broadleaved Indigenous Hardwoods,Te Puke,Western Bay of Plenty District
ca9752db-ba34-4061-b715-8b0b62b21466,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
097ec122-fbba-4c00-86b7-275172c3f3fd,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4152366,8.0,Exotic Forest,,��p��tiki District
4156061,8.4,High Producing Exotic Grassland,,��p��tiki District
193fd27e-b1d3-4291-b4d6-20d30e0c00d8,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4574986,9.5,High Producing Exotic Grassland,,Western Bay of Plenty District
4604310,8.0,Built-up Area (settlement),Tauranga,Tauranga City
4136901,8.4,Manuka and/or Kanuka,,��p��tiki District
2dedb289-1fb4-4e6e-bf98-854d849dd8a5,10.0,High Producing Exotic Grassland,,Whakatane District
4603816,9.6,High Producing Exotic Grassland,,Western Bay of Plenty District
4376482,8.0,Manuka and/or Kanuka,,Whakatane District
4575270,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
4574472,8.0,High Producing Exotic Grassland,,Whakatane District
4319488,8.0,Indigenous Forest,,Whakatane District
4605174,8.0,Built-up Area (settlement),Tauranga,Tauranga City
4584159,8.4,High Producing Exotic Grassland,,Whakatane District
4578143,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
0eb97312-d871-4e0a-a154-ffe869949202,10.0,Broadleaved Indigenous Hardwoods,Tauranga,Tauranga City
4578151,8.0,Exotic Forest,,Whakatane District
6aeb7b84-db00-4ff1-b140-5a913ea8b807,8.4,High Producing Exotic Grassland,,��p��tiki District
6b230224-879d-4db4-8185-bb88506abf3a,8.0,Exotic Forest,,Whakatane District
4584867,10.0,Built-up Area (settlement),Tauranga,Tauranga City
a7f0ccbf-98ac-44c4-a072-215e9f2caef4,10.0,Broadleaved Indigenous Hardwoods,,Western Bay of Plenty District
8bbd2fd3-9ecb-4b17-9129-9f7aca7649dd,10.0,High Producing Exotic Grassland,Tauranga,Tauranga City
4582046,8.4,River,,Whakatane District
4570978,8.0,Broadleaved Indigenous Hardwoods,Te Puke,Western Bay of Plenty District
b2769f1b-287d-46a7-8269-06c6bff7130f,8.0,High Producing Exotic Grassland,,Whakatane District
6734257,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4151397,8.0,High Producing Exotic Grassland,,��p��tiki District
4587820,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
7975985,8.8,High Producing Exotic Grassland,,Western Bay of Plenty District
4606178,8.4,Indigenous Forest,,Western Bay of Plenty District
4568053,8.4,High Producing Exotic Grassland,,Whakatane District
4113831,10.0,High Producing Exotic Grassland,,��p��tiki District
4151663,10.0,High Producing Exotic Grassland,,��p��tiki District
4607250,9.6,Indigenous Forest,,Western Bay of Plenty District
4571461,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4320682,8.4,High Producing Exotic Grassland,,Whakatane District
db1dad70-562a-4f0a-80a1-121019dc726c,9.6,Indigenous Forest,,Whakatane District
4603579,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4576827,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4150651,8.4,High Producing Exotic Grassland,,��p��tiki District
4572415,10.0,High Producing Exotic Grassland,,Western Bay of Plenty District
4599419,8.0,Exotic Forest,,Whakatane District
6579564,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4604933,10.0,Indigenous Forest,,Western Bay of Plenty District
4437474,8.4,River,,Whakatane District
4587445,8.0,High Producing Exotic Grassland,,Whakatane District
4587410,10.0,Indigenous Forest,,Whakatane District
4429382,10.0,Urban Parkland/Open Space,Tauranga,Tauranga City
4581196,8.4,High Producing Exotic Grassland,,Whakatane District
4568297,10.0,Herbaceous Saline Vegetation,,Western Bay of Plenty District
4436004,8.0,Indigenous Forest,,Whakatane District
6723483,10.0,Built-up Area (settlement),Tauranga,Tauranga City
4604548,10.0,Built-up Area (settlement),Tauranga,Western Bay of Plenty District
4149788,10.0,Manuka and/or Kanuka,,��p��tiki District
